intent,q,noisyq,a
ask_what, uông bí đất và người  là một trong những nhiệm vụ khoa học công nghệ do đơn vị nào của  đại học quốc gia hà nội hợp tác cùng với tỉnh quảng ninh, b, viện việt nam học và khoa học phát triển
ask_what, vương triều lê sơ  là một trong những nhiệm vụ khoa học công nghệ do đơn vị nào của  đại học quốc gia hà nội hợp tác cùng với thành phố hà nội, b, viện việt nam học và khoa học phát triển
ask_what, cùng với đài tiếng nói việt nam và cổng thông tin điện tử chính phủ  cơ quan nào là cơ quan thứ 3 thuộc lĩnh vực báo chí – truyền thông của việt nam mà  đại học quốc gia hà nội chính thức thiết lập quan hệ hợp tác, b, thông tấn xã việt nam
ask_what, nghiên cứu phát triển phần mềm nhúng trên nền tảng di động  là một trong những nhiệm vụ khoa học công nghệ do đơn vị đào tạo nào của  đại học quốc gia hà nội hợp tác cùng với toshiba, b, trường đại học công nghệ
ask_what, giáo dục giới tính cho học sinh trung học cơ sở hà nội phù hợp với đặc điểm tuổi dậy thì hiện nay/  phó giáo sư tiến sĩ mai văn hưng  là một trong những nhiệm vụ khoa học công nghệ do đơn vị đào tạo nào của  đại học quốc gia hà nội hợp tác cùng với tp hà nội, b, trường đại học giáo dục
ask_what, nghiên cứu xây dựng mô hình chứng thực văn bản pháp lý để thúc đẩy triển khai dịch vụ công trên địa bàn tp hà nội  là một trong những nhiệm vụ khoa học công nghệ do đơn vị nào của  đại học quốc gia hà nội hợp tác cùng với tp hà nội, b, viện công nghệ thông tin
ask_what, nghiên cứu các di sản tự nhiên và văn hóa nhằm xây dựng công viên địa chất geopark tại vùng ba vì – sơn tây  hà nội  phục vụ phát triển du lịch bền vững  là một trong những nhiệm vụ khoa học công nghệ do đơn vị nào của  đại học quốc gia hà nội hợp tác cùng với tp hà nội, b, trường đại học khoa học tự nhiên
ask_what, từ điển địa danh hành chính thăng long – hà nội truyền thống  là một trong những nhiệm vụ khoa học công nghệ do đơn vị nào của  đại học quốc gia hà nội hợp tác cùng với nhà xuất bản hà nội, b, viện việt nam học và khoa học phát triển
ask_what, phát triển và tối ưu hóa các giải pháp loại bỏ ô nhiễm asen trong nước ngầm cho các hộ nông dân vùng châu thổ sông hồng  việt nam  là một trong các chương trình hợp tác quốc tế của  đại học quốc gia hà nội và chlb đức cơ quan chủ trì là đơn vị nào của  đại học quốc gia hà nội, b, trường đại học khoa học tự nhiên
ask_what, nghiên cứu các cấu trúc nano có tính chất từ – quang nhờ cộng hưởng plasmon bề mặt  là một trong các chương trình hợp tác quốc tế của  đại học quốc gia hà nội cơ quan chủ trì thực hiện là đơn vị nào của  đại học quốc gia hà nội, b, trường đại học khoa học tự nhiên
ask_what, nghiên cứu phát triển công nghệ bãi lọc trồng cây ứng dụng vào xử lý nước thải từ chế biến thủy sản xuất khẩu  là một trong các chương trình hợp tác quốc tế của  đại học quốc gia hà nội với quốc gia nào, b, tây ban nha
ask_what,  đại học quốc gia hà nội có đối tác là một trong những trường đại học hàng đầu tại ấn độ trường đại học đó là, b, đại học delhi
ask_what, đại học nào  cùng với đại học quốc gia hà nội  đại học tokyo – nhật bản và đại học quốc gia seoul – hàn quốc nằm trong mạng lưới besetoha – diễn đàn của giám đốc 4 đại học chủ chốt đông á , b, đại học bắc kinh
ask_what,  đại học quốc gia hà nội là một trong các thành viên của hiệp hội các trường đại học đông nam á – asaihl là một tổ chức , b, asaihl là tôt chức phi chính phủ
ask_what, nghiên cứu chế tạo và thử nghiệm ứng dụng linh kiện phát quang hữu cơ – oled  là một trong các chương trình hợp tác quốc tế của  đại học quốc gia hà nội đó là sự hợp tác khcn việt nam – hàn quốc cơ quan chủ trì thực hiện là đơn vị nào của  đại học quốc gia hà nội, b, trường đại học công nghệ
ask_what, trường đại học nào sau đây trực thuộc  đại học quốc gia hà nội là thành viên hiệp hội giáo viên châu á – thái bình dương, b, trường đại học giáo dục
ask_what, đầu năm học   đại học quốc gia hà nội áp dụng thi khảo sát năng lực tiếng anh đối với sinh viên năm nhất với mục đích, b, phân loại sinh viên
ask_what, tiến sĩ đỗ quốc tuấn – người được nhận giải thưởng tạ quang bửu dành cho nhà khoa học trẻ dưới 35 tuổi vào 18/05/2018 là giảng viên trường nào trong  đại học quốc gia hà nội, b, trường đại học khoa học tự nhiên
ask_what, quản trị tinh gọn  made in vietnam   do  tiến sĩ nguyễn đăng minh làm trưởng nhóm  là một trong những nhóm nghiên cứu tiềm năng thuộc đơn vị đào tạo nào của  đại học quốc gia hà nội năm 2017, b, trường đại học kinh tế
ask_what, nghiên cứu khu vực học  do  giáo sư  tiến sĩ nguyễn quang ngọc làm trưởng nhóm  là một trong những nhóm nghiên cứu mạnh thuộc đơn vị nào của  đại học quốc gia hà nội năm 2017, b, viện việt nam học và khoa học phát triển
ask_what, ứng dụng dược chất thiên nhiên và tổng hợp định hướng hóa dược  do  tiến sĩ mạc đình hùng làm trưởng nhóm là một trong những nhóm nghiên cứu tiềm năng thuộc đơn vị đào tạo nào của  đại học quốc gia hà nội năm 2017, b, trường đại học khoa học tự nhiên
ask_what, 205 đến 225 tín chỉ là số tin chỉ ứng với chương trình đào tạo dành cho đối tượng nào sau đây thuộc  đại học quốc gia hà nội, b, chương trình đào tạo bác sĩ
ask_what, chương trình đào tạo có 2 phần kiên thức đó là, b, kiến thức cốt lõi và kiến thức bổ trợ
ask_what, sinh viên đang học tập tại các đơn vị đào tạo của đại học quốc gia hà nội được đăng ký học bằng kép nếu có đủ các điều kiện sau, b, đang học từ học kỳ thứ ba đến học kỳ thứ bảy chương trình đào tạo thứ nhất của chương trình đào tạo bằng kép
ask_what, hệ thống tổ chức và quản lý đào tạo đại học gồm hai cấp là, b, cấp đại học quốc gia hà nội và cấp đơn vị đào tạo
ask_what, viện việt nam học và khoa học phát triển  đại học quốc gia hà nội đã làm đầu mối tổ chức thực hiện thành công lập hồ sơ khoa học đề nghị unesco công nhận di sản nào là di sản văn hóa thế giới, b, di tích hoàng thành thăng long
ask_what, khẩu hiệu hành động của  đại học quốc gia hà nội là, b, đạt đỉnh cao dựa vào tri thức
ask_what, giá trị cốt lõi và khẩu hiệu hành động của trường đại học khoa học xã hội và nhân văn   đại học quốc gia hà nội là, b, tiên phong – sáng tạo – chất lượng cao và trình độ cao
ask_what, điều kiện để sinh viên  đại học quốc gia hà nội có thể tham gia làm khóa luận tốt nghiệp là gì, b, điểm trung bình tích lũy trên 2.8
ask_what, chương trình đào tạo tài năng của  đại học quốc gia hà nội đào tạo các sinh viên xuất sắc thuộc các ngành toán học  cơ học  vật lý  khí tượng – thuỷ văn – hải dương học  địa lý  địa chất  hoá học  sinh học  khoa học môi trường tại trường nào, b, trường đại học khoa học tự nhiên
ask_what, khẩu hiệu hành động của  đại học quốc gia hà nội là, b, đạt đỉnh cao dựa vào tri thức
ask_what, ngành đông phương học là một trong những ngành học thuộc đơn vị đào tạo nào của  đại học quốc gia hà nội, b, trường đại học khoa học xã hội và nhân văn
ask_what, khi mới thành lập  khoa các khoa học liên ngành –  đại học quốc gia hà nội có 02 chương trình đào tạo là, b, thạc sĩ biến đổi khí hậu  thạc sĩ khoa học bền vững
ask_what, 02 trung tâm đào tạo trực thuộc  đại học quốc gia hà nội là gì , b, trung tâm giáo dục thể chất và thể thao  trung tâm giáo dục quốc phòng – an ninh
ask_what, những năm học đầu tiên  trường đại học tổng hợp hà nội chia các lĩnh vực đào tạo chuyên môn thành 02 ban là, b, khoa học  văn khoa
ask_what, trung tâm giáo dục quốc phòng –  đại học quốc gia hà nội được thành lập dựa trên cơ sở sắp xếp lại các khoa giáo dục quốc phòng của các trường đại học nào, b, đại học khoa học xã hội và nhân văn  đại học ngoại ngữ
ask_what, trường đại học tổng hợp hà nội trực tiếp kế thừa truyền thống và cơ sở vật chất  kĩ thuật của các trường tiền thân nào, b, trường đại học đông dương  trường đại học quốc gia việt nam  trường khoa học cơ bản
ask_what, thủ tướng chính phủ đã ký quyết định số 1186/qđ–ttg ngày 21/7/2014 về việc thành lập trường đại học việt nhật – trường đại học thành viên thứ 7 thuộc  đại học quốc gia hà nội trường được xây dựng theo mô hình đại học xuất sắc vì kết hợp được những yếu tố nào sau đây, b, dựa trên nền tảng khoa học công nghệ cao  liên thông  liên kết chặt chẽ với các cơ sở giáo dục đại học và doanh nghiệp của việt nam và nhật bản
ask_what, học bổng cho của sinh viên thuộc  đại học quốc gia hà nội do cơ quan nào cấp , b, nhà nước  doanh nghiệp  các tổ chức nước ngoài
ask_what, chương trình đào tạo cử nhân  thạc sĩ có liên kết với đối tác nước ngoài của trường đại học kinh tế   đại học quốc gia hà nội thuộc ngành nào sau đây, b, tài chính ngân hàng và thương mại quốc tế  quản lý công  quản trị kinh doanh
ask_what, trường đại học tổng hợp hà nội trực tiếp kế thừa truyền thống và cơ sở vật chất  kĩ thuật của các trường tiền thân nào, b, trường đại học đông dương  trường đại học quốc gia việt nam  trường khoa học cơ bản
ask_what, trường thpt nào sau đây trực thuộc đại học quốc gia hà nội, b, thpt chuyên ngoại ngữ  thpt chuyên khoa học tự nhiên
ask_what, đơn vị tiên phong trong triển khai hoạt động đào tạo tại hòa lạc là, b, trường đại học khoa học tự nhiên
ask_what,  đại học quốc gia hà nội có các mục tiêu cụ thể là, b, đào tạo nguồn nhân lực chất lượng cao  trình độ cao  bồi dưỡng nhân tài phục vụ yêu cầu phát triển kinh tế – xã hội và hội nhập quốc tế của đất nước 
ask_what, đi đầu luôn được coi là tiêu chí nhận dạng của các hoạt động và đội ngũ cán bộ của  đại học quốc gia hà nội trong hệ thống các trường đại học ở việt nam nó được thể hiện trong việc, b, tiên phong trong đào tạo chất lượng cao  nckh đỉnh cao  dịch vụ cộng đồng  tiên phong trong việc áp dụng các phương pháp mới trong quản trị đại học  quản lý đào tạo  đánh giá chất lượng  tiên phong nghiên cứu những lĩnh vực mới  triển khai thực hiện đào tạo những ngành hoàn toàn mới ở việt nam  tiên phong của đhqghn đưa giáo dục việt nam gần hơn với khu vực và trên thế giới
ask_what, nhiệm vụ trọng tâm của  đại học quốc gia hà nội là, b, đào tạo  hội nhập quốc tế  khoa học và công nghệ
ask_what,  đại học quốc gia hà nội là thành viên ban điều hành  tham gia cơ cấu lãnh đạo của nhiều tổ chức  hiệp hội  mạng lưới giáo dục đại học như, b, đại học asean (aun)  hiệp hội các đại học đông nam á và đài loan (satu)  tổ chức đại học pháp ngữ (auf)
ask_what, đại học quốc gia hà nội có các loại chương trình đào tạo sau, b, chương trình đào tạo đơn ngành  chương trình đào tạo liên kết quốc tế  chương trình đào tạo đa ngành
ask_what, kinh phí cho hoạt động đào tạo của  đại học quốc gia hà nội có nguồn là, b, kinh phí từ ngân sách nhà nước  các nguồn kinh phí khác  học phí
ask_what, chương trình đào tạo chất lượng cao tại  đại học quốc gia hà nội dành cho những sinh viên khá giỏi hệ chính quy của một số ngành nào sau đây, b, khoa học cơ bản  công nghệ cao  kinh tế – xã hội
ask_what, chương trình đào tạo chất lượng cao tại  đại học quốc gia hà nội dành cho những sinh viên khá giỏi hệ chính quy của một số ngành nào sau đây, b, khoa học cơ bản  công nghệ cao  kinh tế – xã hội
ask_what, bộ trưởng bộ khoa học và công nghệ chu ngọc anh và giám đốc  đại học quốc gia hà nội nguyễn kim sơn kí kết văn bản thỏa thuận phối hợp hoạt động song phương giữa hai đơn vị 16/5/2017 nhằm phối hợp triển khai, b, các chương trình phát triển khoa học cơ bản  các hoạt động kết nối cung cầu  hỗ trợ ứng dụng và đổi mới công nghệ  góp phần phát triển sản phẩm quốc gia và sản phẩm công nghệ cao.
ask_what, cụm công trình lịch sử và văn hóa việt nam của giáo sư đào duy anh – tác phẩm được tặng giải thưởng hồ chí minh gồm, b, lịch sử việt nam từ nguồn gốc đến thế kỷ xix  lịch sử cổ đại việt nam  việt nam văn hóa sử cương  đất nước việt nam qua các đời
ask_what, đâu là nội dung của cụm công trình  tìm về cội nguồn  của giáo sư phan huy lê – công trình được nhà nước trao tặng giải thưởng hồ chí minh năm 2000, b, các nguồn sử liệu và phương pháp  kết quả tiếp cận.   một số vấn đề lớn của lịch sử việt nam như quá trình hình thành dân tộc  sự phát triển của các hình thái kinh tế - xã hội.   những vấn đề kinh tế – xã hội như lao động làm thuê  chế độ ruộng đất  làng xã cổ truyền  nghề khai khoáng  thành thị  phong trào nông dân.   thiết kế chính trị như tổ chức nhà nước  vương triều hồ và cải cách của hồ quý ly  di sản về thiết chế chính trị.
ask_what, nghiên cứu hệ sinh thái rừng ngập mặn  – giải thưởng quốc tế cosmos lần thứ 16 cosmos prize  2008 do  giáo sư tiến sĩ phan nguyên hồng  trung tâm nghiên cứu tài nguyên và môi trường –  đại học quốc gia hà nội tiến hành từ năm 1987 có ý nghĩa như thế nào, b, có ý nghĩa to lớn trong bảo vệ môi trường toàn cầu  góp phần nâng cao đời sống  ý thức và hành vi bảo vệ môi trường của cộng đồng  giúp đỡ các địa phương phục hồi  bảo vệ  sử dụng hợp lý tài nguyên  nâng cao chất lượng cuộc sống cho người dân nghèo ven biển
ask_what, sau mỗi học kỳ sinh viên  đại học quốc gia hà nội bị buộc thôi học đối với các trường hợp là, b, có điểm trung bình chung học kỳ đạt dưới 0 80 đối với học kỳ đầu của khóa học  đạt dưới 1 10 đối với 2 học kỳ liên tiếp  đạt dưới 1 00 đối với các học kỳ tiếp theo
ask_what, để nâng cao chất lượng đào tạo đại học tại  đại học quốc gia hà nội cần phải có, b, giảng viên giỏi  chương trình đào tạo phù hợp  cơ sở vật chất tốt
ask_what, sinh viên tốt nghiệp ngành quản trị du lịch - khách sạn tại trường đại học khoa học xã hội và nhân văn –  đại học quốc gia hà nội có thể đảm nhiệm các vị trí nào sau đây, b, quản trị điều hành du lịch quốc tế  nghiên cứu thị trường  xây dựng các sản phẩm du lịch – sự kiện thể thao tổ chức các hoạt động marketing và kinh doanh sản phẩm du lịch  quản lý doanh nghiệp lữ hành
ask_what, nhóm tác giả của  phó giáo sư tiến sĩ phạm bảo sơn thuộc đơn vị đào tạo nào của  đại học quốc gia hà nội đã giành giải nhì tại giải thưởng nhân tài đất việt 2017 với sản phẩm doit – hệ thống hỗ trợ nâng cao chất lượng văn bản một công cụ phụ trợ để phát hiện các lỗi chính tả có thể gặp phải  ngày 16/11/2017, b, nhóm tác giả của pgs.ts phạm bảo sơn thuộc đại học công nghệ
ask_what, giám đốc  đại học quốc gia hà nội phụ trách trách những lĩnh vực công tác nào sau đây, b, chiến lược và kế hoạch phát triển đhqghn  tổ chức cán bộ  hợp tác và phát triển  truyền thông.
ask_what, tính đến thời điểm hiện tại  trường trực thuộc  đại học quốc gia hà nội có số lượng giáo sư nhiều nhất, b, trường đại học khoa học tự nhiên
ask_what, bộ trưởng bộ giáo dục và đào tạo  giáo sư tiến sĩ phùng xuân nhạ hiện nay đã từng giữ chức vụ gì trong  đại học quốc gia hà nội, b, giám đốc đhqghn
ask_what, hiệu trưởng đầu tiên của trường đại học việt nhật -  đại học quốc gia hà nội là người nước nào, b, hiệu trưởng trường đại học việt nhật - đhqghn là người nước nhật
ask_what, đơn vị đào tạo nào của  đại học quốc gia hà nội là trường đại học duy nhất của cả nước trong 5 năm liền đều có nhà khoa học là giảng viên và cựu sinh viên  học viên sau đại học giành giải thưởng tạ quang bửu, b, trường đại học khoa học tự nhiên
ask_what, giải thưởng tạ quang bửu năm 2016 được trao cho nhà khoa học nào của  đại học quốc gia hà nội, b, pgs.ts nguyễn ngọc minh nhận giải thưởng tạ quang bửu năm 2016
ask_what, giải thưởng tạ quang bửu năm 2014 được trao cho nhà khoa học nào của  đại học quốc gia hà nội, b, gs.tskh nguyễn hữu việt hưng nhận giải thưởng tạ quang bửu năm 2014
ask_what, ở tuổi 33  giảng viên bùi thị hồng thái   đại học quốc gia hà nội trở thành nữ phó giáo sư trẻ nhất việt nam năm 2016 cô đang công tác tại đơn vị nào, b, trường đại học khoa học xã hội và nhân văn
ask_what, giảng viên nguyễn ngọc lưu ly   đại học quốc gia hà nội trở thành nữ phó giáo sư trẻ nhất việt nam năm 2013 cô đang công tác tại đơn vị nào, b, trường đại học ngoại ngữ
ask_what, nhóm tác giả của đơn vị đào tạo nào trong  đại học quốc gia hà nội giành giải nhì tại giải thưởng nhân tài đất việt 2017, b, trường đại học công nghệ đã đạt giả nhì tại giải thưởng nhân tài đát việt năm 2017.
ask_what, giám đốc  đại học quốc gia hà nội hiện nay nguyên là bí thư đoàn trường nào, b, trường đại học khoa học xã hội và nhân văn
ask_what,  giáo sư đào duy anh   giáo sư hoàng xuân hãn   giáo sư nguyễn tài cẩn là bộ ba nhà khoa học chuyên nghiên cứu về, b, việt ngữ học
ask_what,  giáo sư tiến sĩkh vũ minh giang - chuyên gia lĩnh vực gì  chủ tịch hội đồng khoa học và đào tạo  đại học quốc gia hà nội, b, sử học
ask_what,  giáo sư phan tống sơn giảng dạy ngành nào tại trường đại học khoa học tự nhiên, b, gs. phan tống sơn giảng dạy ngành hóa học
ask_what, năm 2003   giáo sư võ quý vinh dự là nhà khoa học việt nam đầu tiên và là người châu á thứ hai được nhận giải thưởng hành tinh xanh  giáo sư võ quý công tác tại đơn vị nào, b, gs võ quý công tác tại trường đại học khoa học tự nhiên
ask_what,  giáo sưngưt trần quốc vượng  cây đại thụ của nền sử học việt nam công tác tại đơn vị nào, b, gs.ngưt trần quốc vượng công tác tại trường đại học khoa học xã hội và nhân văn
ask_what,  tiến sĩ hồ đức việt nguyên là giảng viên của đơn vị nào, b, ts. hồ đức việt  nguyên là giảng viên trường đại học tổng hợp hà nội
ask_what,  giáo sư viện sĩ nguyễn văn hiệu như một tượng đài khoa học  thuộc thế hệ các nhà khoa học đầu đàn của nền khoa học việt nam ông nguyên hiệu trưởng đầu tiên đơn vị nào, b, gs.vs nguyễn văn hiệu nguyên trường đại học công nghệ
ask_what,  phó giáo sư tiến sĩ bùi hiền  nguyên là giảng viên của đơn vị đào tạo nào, b, pgs.ts bùi hiền là nguyên giảng viên trường đại học ngoại ngữ
ask_what, hai giảng viên của  đại học quốc gia hà nội tham gia tổ trọng tài quốc tế tại asiad 2018 là cán bộ của đơn vị nào, b, trung tâm giáo dục thể chất và thể thao
ask_what, giảng viên nguyễn thị nga  trung tâm giáo dục thể chất và thể thao đã đạt huy chương vàng sea game 19 năm 1997  môn thể thao nào, b, giảng viên nguyễn thị nga là vận động viên thể dục dụng cụ
ask_what, hoa hậu việt nam năm 1998 bùi bích phương là sinh viên trường nào, b, hoa hậu bùi bích phương là sinh viên đại học tổng hợp hà nội
ask_what, nghệ sĩ violon hoàng rob là cựu sinh viên của cơ sở đào tạo nào trong đại học quốc gia hà nội, b, nghệ sĩ violon hoàng rob là cựu sinh viên khoa quốc tế
ask_what, mc thảo vân là cựu sinh viên của cơ sở đào tạo nào trong đại học quốc gia hà nội, b, mc thảo vân là cựu sinh viên trường đại học ngoại ngữ
ask_what, mc trần ngọc là cựu sinh viên của cơ sở đào tạo nào trong đại học quốc gia hà nội, b, mc trần ngọc là cựu sinh viên trường đại học khoa học tự nhiên
ask_what, mc nguyễn hữu việt khuê là cựu sinh viên của cơ sở đào tạo nào trong đại học quốc gia hà nội, b, mc nguyễn hữu việt khuê là cựu sinh viên trường đại học khoa học tự nhiên
ask_what,  phó giáo sư tiến sĩ nguyễn kim sơn giám đốc  đại học quốc gia hà nội hiện nay là cựu sinh viên chuyên ngành gì của trường đại học tổng hợp hà nội, b, pgs.ts nguyễn kim sơn từng học chuyên ngành hán nôm
ask_what, giáo sư ngô bảo châu là cựu học sinh trường nào, b, giáo sư ngô bảo châu cựu sinh viên trường đại học khoa học tự nhiên
ask_what, liệt sỹ lê anh xuân từng học khoa nào tại trường đại học tổng hợp, b, khoa sử
ask_what,  tiến sĩ đàm quang minh được mệnh danh là hiệu trưởng trẻ nhất việt nam hiện nay là cựu sinh viên của trường /khoa nào , b, trường đại học khoa học tự nhiên
ask_what, ông nguyễn phú trọng - tổng bí thư ban chấp hành trung ương đảng cộng sản việt nam hiện nay là cựu sinh viên chuyên ngành gì của đại học tổng hợp hà nội, b, ông nguyễn phú trọng là cựu sinh viên ngành văn học trường đại học tổng hợp hà nội
ask_what,  phó giáo sư tiến sĩ nguyễn quang điển là cựu sinh viên khoa gì của đại học tổng hợp hà nội, b, pgs.ts nguyễn quang điển là cựu sinh viên khoa triết học  đại học tổng hợp hà nội
ask_what, giáo sư phùng xuân nhạ - nguyên là giám đốc đại học quốc gia hà nội đã từng theo học chuyên ngành gì của đại học tổng hợp hà nội, b, giáo sư phùng xuân nhạ theo chuyên ngành kinh tế thế giới và quan hệ kinh tế quốc tế
ask_what,  tiến sĩ trần đình phong  người được nhận giải thưởng tạ quang bửu năm 2018 là cựu sinh viên đơn vị nào của  đại học quốc gia hà nội, b, ts. trần đình phong cựu sinh viên trường đại học khoa học tự nhiên
ask_what,  tiến sĩ lưu quang hưng  người được nhận giải thưởng mãi mãi tuổi 20 năm 2006 học tập tại đơn vị nào của  đại học quốc gia hà nội, b, ts. lưu quang hưng học tập tại trường đại học khoa học tự nhiên
ask_what,  phó giáo sư tiến sĩ toán học nguyễn sum trường đại học quy nhơn là một trong hai chủ nhân của giải thưởng tạ quang bửu năm 2017 ông là cựu sinh viên của đơn vị nào, b, pgs.ts toán học nguyễn sum là cựu sinh viên trường đại học khoa học tự nhiên
ask_what, đinh thị hương thảo  1 trong 10 gương mặt trẻ tiêu biêu năm 2016  2 huy chương vàng quốc tế là sinh viên của đơn vị nào, b, đinh thị hương thảo là sinh viên trường đại học khoa học tự nhiên
ask_what, nguyễn thị phương dung là gương mặt nữ duy nhất được lọt vào danh sách 10 gương mặt trẻ tiêu biểu việt nam năm 2005 do tw đoàn và quỹ hỗ trợ tài năng trẻ việt nam bầu chọn và trao giải phương dung là sinh viên của đơn vị nào, b, nguyễn thị phương dung là sinh viên trường đại học khoa học tự nhiên
ask_what, năm 2011   đại học quốc gia hà nội có một gương mặt trẻ nhận giải quả cầu vàng giải thưởng do trung ương đoàn tncs hồ chí minh  bộ khoa học và công nghệ phối hợp tổ chức là sinh viên nguyễn vương linh vương linh là sinh viên đơn vị nào, b, nguyễn vương linh là sinh viên trường đại học công nghệ
ask_what, đâu không phải là tiêu chuẩn sinh viên 5 tốt của  đại học quốc gia hà nội, b, tiêu chuẩn ý thức tốt
ask_what, đâu là một trong những tiêu chuẩn để đạt được danh hiệu tập thể sinh viên 5 tốt cấp trung ương, b, 100% sinh viên tham gia phong trào sinh viên 5 tốt
ask_what, trong quá trình thi kết thúc học phần  sinh viên sẽ bị khiển trách khi nào, b, sinh viên phạm lỗi nhìn bài của người khác một lần  trao đổi bài  thảo luận bài trong giờ thi
ask_what,  đại học quốc gia hà nội hỗ trợ học bổng như thế nào đối với các nghiên cứu sinh chuyển tiếp từ cử nhân, b, mức học bổng toàn phần cho nghiên cứu sinh là 90 triệu đồng/khóa học
ask_what, hiện nay  trong các trường đại học của đhgqhn  sinh viên đăng ký lớp học phần bằng cách, b, đăng ký tại cổng thông tin đại học quốc gia
ask_what, trong quá trình thi kết thúc học phần  sau khi đã bóc đề thi  phát hiện sinh viên mang trong người những vật dụng không được phép  sinh viên sẽ phải nhận hình thức kỷ luật nào sau đây, b, sau khi đã bóc đề thi bị phát hiện mang theo những vật dụng không được phép thì bị đình chỉ thi.
